Rafale max  help,soleil_durée,Précipitations en mm,Température minimale en °C,Température maximale en °C,prix moyen au kg,Production quantité tonne(s),Date
29.9,186.0,25.2,15.9,21.5,0.8637417218543046,0.13811258278145694,2014-10-06
35.2,0.0,24.6,13.8,15.4,0.8655629139072848,0.13834437086092716,2014-10-07
100.0,234.0,6.0,17.1,25.2,0.8673841059602649,0.13857615894039735,2014-10-08
39.2,606.0,0.0,8.7,23.0,0.8692052980132451,0.13880794701986754,2014-10-09
22.2,90.0,0.8,10.9,17.2,0.8710264900662252,0.13903973509933776,2014-10-10
28.1,204.0,0.0,3.7,12.5,0.8728476821192054,0.13927152317880795,2014-10-11
50.0,0.0,1.0,2.2,9.6,0.8746688741721855,0.13950331125827814,2014-10-12
57.6,456.0,0.0,12.7,18.6,0.8764900662251656,0.13973509933774836,2014-10-13
16.2,510.0,0.0,6.9,18.4,0.8783112582781457,0.13996688741721855,2014-10-14
37.0,110.0,0.8,10.7,16.6,0.8801324503311259,0.14019867549668874,2014-10-15
40.7,30.0,10.3,13.3,18.6,0.8819536423841059,0.14043046357615896,2014-10-16
28.4,132.0,0.2,12.8,18.2,0.8837748344370862,0.14066225165562915,2014-10-17
33.3,583.0,0.2,13.9,24.7,0.8855960264900663,0.14089403973509934,2014-10-18
37.0,582.0,0.0,13.8,23.7,0.8874172185430464,0.14112582781456953,2014-10-19
27.8,60.0,2.2,11.8,18.3,0.8892384105960265,0.14135761589403975,2014-10-20
72.4,144.0,1.6,10.5,17.3,0.8910596026490066,0.14158940397350994,2014-10-21
41.4,162.0,0.0,5.6,13.4,0.8928807947019868,0.14182119205298013,2014-10-22
24.8,37.0,0.0,8.7,14.0,0.8947019867549669,0.14205298013245032,2014-10-23
19.1,8.0,0.0,9.9,15.6,0.8965231788079471,0.14228476821192054,2014-10-24
16.7,36.0,0.8,9.2,17.5,0.8983443708609272,0.14251655629139073,2014-10-25
20.4,138.0,0.2,10.8,17.7,0.9001655629139074,0.14274834437086092,2014-10-26
24.1,500.0,0.2,3.2,19.2,0.9019867549668874,0.14298013245033114,2014-10-27
20.4,30.0,0.4,7.5,13.0,0.9038079470198676,0.14321192052980133,2014-10-28
20.4,403.0,0.0,4.4,18.9,0.9056291390728476,0.14344370860927153,2014-10-29
24.1,300.0,0.2,8.2,20.4,0.9074503311258278,0.14367549668874172,2014-10-30
22.3,516.0,0.0,7.4,23.0,0.909271523178808,0.14390728476821193,2014-10-31
20.9,54.0,0.2,4.8,8.1,0.911092715231788,0.14413907284768213,2014-11-01
56.2,103.0,1.8,1.3,7.7,0.9129139072847684,0.14437086092715232,2014-11-02
44.4,438.0,0.0,5.0,16.9,0.9147350993377484,0.14460264900662256,2014-11-03
37.0,270.0,0.0,5.8,17.6,0.9165562913907286,0.14483443708609273,2014-11-04
87.1,386.0,3.0,8.7,16.0,0.9183774834437086,0.14506622516556292,2014-11-05
33.8,684.0,0.0,13.7,24.6,0.9201986754966888,0.1452980132450331,2014-11-06
33.5,252.0,0.2,13.9,22.2,0.9220198675496688,0.14552980132450333,2014-11-07
57.4,451.0,0.0,11.8,21.8,0.9238410596026492,0.14576158940397352,2014-11-08
49.0,679.0,0.2,8.5,21.6,0.9256622516556292,0.1459933774834437,2014-11-09
31.7,330.0,0.2,12.4,18.2,0.9274834437086094,0.14622516556291393,2014-11-10
40.7,324.0,1.2,5.6,15.6,0.9293046357615896,0.14645695364238412,2014-11-11
50.0,48.0,0.0,4.4,9.6,0.9311258278145697,0.1466887417218543,2014-11-12
28.4,198.0,0.0,5.7,15.0,0.9329470198675496,0.1469205298013245,2014-11-13
35.3,8.0,7.5,9.7,12.2,0.9347682119205298,0.14715231788079472,2014-11-14
26.3,134.0,0.2,8.9,13.7,0.93658940397351,0.1473841059602649,2014-11-15
37.8,44.0,12.3,8.1,10.5,0.93841059602649,0.1476158940397351,2014-11-16
24.1,12.0,2.0,7.0,10.2,0.9402317880794704,0.1478476821192053,2014-11-17
18.5,30.0,0.4,7.6,10.3,0.9420529801324504,0.1480794701986755,2014-11-18
19.4,0.0,0.0,2.8,9.1,0.9438741721854303,0.1483112582781457,2014-11-19
33.3,36.0,0.0,5.4,8.6,0.9456953642384108,0.1485430463576159,2014-11-20
22.3,156.0,0.2,4.7,13.3,0.9475165562913908,0.1487748344370861,2014-11-21
20.5,294.0,0.2,6.4,16.2,0.9493377483443708,0.1490066225165563,2014-11-22
31.5,307.0,0.0,8.2,18.1,0.9511589403973509,0.1492384105960265,2014-11-23
42.6,0.0,0.2,9.9,10.9,0.9529801324503312,0.14947019867549668,2014-11-24
29.6,0.0,8.2,9.3,11.8,0.9548013245033112,0.1497019867549669,2014-11-25
25.9,0.0,0.8,10.1,13.3,0.9566225165562914,0.1499337748344371,2014-11-26
21.2,245.0,0.0,8.3,14.0,0.9584437086092716,0.15016556291390729,2014-11-27
45.4,54.0,0.0,8.3,15.4,0.9602649006622516,0.15039735099337748,2014-11-28
35.2,67.0,0.0,5.2,10.8,0.9620860927152318,0.1506291390728477,2014-11-29
31.5,0.0,1.0,3.0,7.6,0.963907284768212,0.1508609271523179,2014-11-30
31.5,332.0,0.0,4.3,11.1,0.965728476821192,0.15109271523178808,2014-12-01
63.0,270.0,6.2,0.9,9.2,0.9675496688741724,0.1513245033112583,2014-12-02
27.8,636.0,0.0,3.7,16.9,0.9693708609271524,0.1515562913907285,2014-12-03
31.7,578.0,0.0,3.1,17.7,0.9711920529801326,0.15178807947019868,2014-12-04
50.4,344.0,1.6,5.9,15.0,0.9730132450331126,0.1520198675496689,2014-12-05
36.0,870.0,0.0,13.4,24.9,0.9748344370860929,0.1522516556291391,2014-12-06
29.9,42.0,10.6,14.1,21.2,0.9766556291390728,0.15248344370860928,2014-12-07
42.8,276.0,4.8,12.2,20.7,0.9784768211920529,0.15271523178807947,2014-12-08
45.4,708.0,0.0,9.8,22.3,0.9802980132450332,0.15294701986754966,2014-12-09
40.3,85.0,2.0,9.5,16.5,0.9821192052980132,0.15317880794701988,2014-12-10
42.8,402.0,0.0,8.3,14.5,0.9839403973509936,0.15341059602649007,2014-12-11
72.2,1.0,2.0,7.5,10.6,0.9857615894039736,0.15364238410596026,2014-12-12
48.2,0.0,4.2,4.1,8.4,0.9875827814569536,0.15387417218543048,2014-12-13
22.2,396.0,0.0,-0.8,6.9,0.9894039735099338,0.15410596026490067,2014-12-14
35.2,61.0,1.6,-2.3,6.0,0.9912251655629141,0.15433774834437086,2014-12-15
25.9,116.0,5.0,5.1,8.8,0.993046357615894,0.15456953642384108,2014-12-16
50.0,0.0,5.3,5.3,12.2,0.9948675496688744,0.15480132450331127,2014-12-17
50.0,0.0,0.2,10.9,12.5,0.9966887417218544,0.15503311258278146,2014-12-18
53.7,0.0,1.6,10.0,11.7,0.9985099337748344,0.15526490066225165,2014-12-19
37.4,8.0,0.0,2.2,8.4,1.0003311258278147,0.15549668874172187,2014-12-20
35.6,0.0,0.0,6.4,8.4,1.0021523178807947,0.15572847682119206,2014-12-21
40.7,0.0,0.0,7.4,9.9,1.003973509933775,0.15596026490066225,2014-12-22
33.5,6.0,0.0,4.7,7.7,1.005794701986755,0.15619205298013245,2014-12-23
50.4,8.0,1.2,4.5,9.5,1.007615894039735,0.15642384105960264,2014-12-24
31.0,132.0,0.0,1.4,8.7,1.009437086092715,0.15665562913907286,2014-12-25
56.2,92.0,4.2,-1.6,9.4,1.0112582781456954,0.15688741721854305,2014-12-26
77.8,56.0,0.2,3.6,7.4,1.0130794701986756,0.15711920529801324,2014-12-27
53.7,104.0,0.0,-1.9,0.6,1.0149006622516556,0.15735099337748346,2014-12-28
29.9,282.0,0.0,-8.2,4.2,1.016721854304636,0.15758278145695365,2014-12-29
24.1,12.0,0.0,-0.4,2.1,1.018543046357616,0.15781456953642384,2014-12-30
7.9,264.0,0.0,-0.6,6.8,1.020364238410596,0.15804635761589406,2014-12-31
28.4,439.0,0.0,-6.3,6.4,1.0221854304635762,0.15827814569536425,2015-01-01
45.0,60.0,0.2,0.2,4.5,1.0240066225165565,0.15850993377483444,2015-01-02
58.3,42.0,1.2,6.5,12.0,1.0258278145695363,0.15874172185430466,2015-01-03
48.2,420.0,0.0,3.6,12.7,1.0276490066225166,0.15897350993377485,2015-01-04
37.0,0.0,4.0,9.8,11.6,1.0294701986754968,0.15920529801324504,2015-01-05
43.2,570.0,0.0,9.1,18.5,1.0312913907284769,0.15943708609271526,2015-01-06
54.0,846.0,0.0,18.8,37.5,1.033112582781457,0.15966887417218545,2015-01-07
29.6,444.0,0.0,11.7,25.9,1.0349337748344372,0.15990066225165564,2015-01-08
38.9,145.0,0.2,15.0,21.8,1.0367549668874172,0.16013245033112586,2015-01-09
47.2,594.0,0.0,4.8,16.7,1.0385761589403977,0.16036423841059605,2015-01-10
16.7,548.0,0.2,4.4,20.2,1.0403973509933775,0.16059602649006624,2015-01-11
44.4,0.0,0.0,9.1,12.8,1.0422185430463575,0.16082781456953646,2015-01-12
61.2,48.0,4.4,6.0,9.9,1.0440397350993378,0.16105960264900662,2015-01-13
59.8,193.0,1.6,5.6,10.3,1.0458609271523178,0.1612913907284768,2015-01-14
78.5,0.0,5.4,7.7,10.8,1.047682119205298,0.16152317880794706,2015-01-15
33.5,109.0,1.6,4.9,8.0,1.049503311258278,0.16175496688741722,2015-01-16
22.7,294.0,0.0,-0.9,4.9,1.0513245033112584,0.1619867549668874,2015-01-17
24.8,360.0,0.0,0.0,7.2,1.0531456953642384,0.16221854304635766,2015-01-18
26.6,0.0,0.4,-1.0,2.6,1.054966887417219,0.16245033112582782,2015-01-19
18.5,245.0,0.0,-5.0,2.6,1.0567880794701987,0.162682119205298,2015-01-20
30.2,336.0,0.0,-1.4,5.2,1.0586092715231787,0.16291390728476826,2015-01-21
31.7,120.0,0.0,-2.1,2.5,1.060430463576159,0.16314569536423842,2015-01-22
31.5,0.0,0.0,-1.4,-0.1,1.0622516556291393,0.16337748344370862,2015-01-23
40.7,252.0,1.8,-1.9,6.8,1.0640728476821193,0.1636092715231788,2015-01-24
18.5,235.0,0.0,-4.4,6.6,1.065894039735099,0.16384105960264905,2015-01-25
37.0,0.0,1.4,1.0,7.8,1.0677152317880796,0.16407284768211922,2015-01-26
41.4,108.0,0.0,-0.4,7.5,1.0695364238410596,0.1643046357615894,2015-01-27
64.8,7.0,3.0,1.7,8.4,1.0713576158940397,0.1645364238410596,2015-01-28
76.0,0.0,6.6,4.4,6.4,1.0731788079470201,0.16476821192052982,2015-01-29
66.7,96.0,1.8,0.5,5.4,1.0750000000000002,0.165,2015-01-30
52.6,216.0,1.2,-0.5,6.8,1.0768211920529802,0.1652317880794702,2015-01-31
38.5,0.0,0.4,0.2,7.2,1.0786423841059605,0.16546357615894042,2015-02-01
33.8,234.0,0.0,0.4,5.0,1.0804635761589405,0.1656953642384106,2015-02-02
63.0,361.0,0.0,5.4,12.4,1.0822847682119203,0.1659271523178808,2015-02-03
55.6,56.0,3.4,5.5,14.6,1.0841059602649008,0.16615894039735102,2015-02-04
44.4,0.0,13.3,10.2,14.5,1.0859271523178808,0.1663907284768212,2015-02-05
60.1,600.0,0.0,10.7,24.7,1.0877483443708609,0.1666225165562914,2015-02-06
38.9,642.0,0.0,18.0,33.4,1.0895695364238411,0.1668543046357616,2015-02-07
49.0,800.0,0.0,9.0,31.1,1.0913907284768212,0.16708609271523178,2015-02-08
31.5,540.0,0.0,8.0,21.5,1.0932119205298014,0.167317880794702,2015-02-09
32.0,534.0,0.0,5.5,20.4,1.0950331125827817,0.1675496688741722,2015-02-10
25.9,264.0,0.2,4.0,15.2,1.0968543046357615,0.16778145695364238,2015-02-11
19.1,372.0,0.0,6.0,13.4,1.0986754966887418,0.1680132450331126,2015-02-12
61.1,320.0,5.0,1.3,13.0,1.100496688741722,0.1682450331125828,2015-02-13
51.9,60.0,9.6,5.7,8.5,1.1023178807947023,0.16847682119205298,2015-02-14
27.8,18.0,0.4,4.3,7.3,1.104139072847682,0.1687086092715232,2015-02-15
27.8,66.0,0.0,-1.6,6.5,1.1059602649006623,0.1689403973509934,2015-02-16
45.0,0.0,0.0,2.8,7.1,1.1077814569536424,0.16917218543046358,2015-02-17
24.1,108.0,0.0,-0.1,5.7,1.1096026490066226,0.16940397350993378,2015-02-18
35.2,265.0,0.0,-2.1,6.2,1.111423841059603,0.16963576158940394,2015-02-19
64.8,0.0,6.4,4.5,8.9,1.113245033112583,0.16986754966887418,2015-02-20
44.6,120.0,0.6,0.9,6.8,1.115066225165563,0.17009933774834438,2015-02-21
57.4,481.0,3.0,-3.7,8.4,1.116887417218543,0.17033112582781454,2015-02-22
70.4,156.0,4.9,4.4,11.4,1.1187086092715233,0.1705629139072848,2015-02-23
51.9,253.0,0.2,1.0,9.7,1.1205298013245033,0.17079470198675498,2015-02-24
29.6,0.0,1.2,0.7,8.1,1.1223509933774836,0.17102649006622514,2015-02-25
48.6,6.0,7.4,3.8,11.4,1.1241721854304636,0.1712582781456954,2015-02-26
55.6,392.0,0.0,2.7,8.8,1.125993377483444,0.17149006622516558,2015-02-27
49.0,164.0,4.8,-0.7,10.5,1.1278145695364241,0.17172185430463574,2015-02-28
55.8,0.0,2.0,3.0,12.2,1.1296357615894042,0.171953642384106,2015-03-01
27.4,42.0,0.0,-3.0,2.7,1.1314569536423842,0.17218543046357618,2015-03-02
52.6,248.0,1.0,2.8,11.3,1.1332781456953642,0.17241721854304634,2015-03-03
35.2,0.0,7.5,7.7,10.6,1.1350993377483445,0.17264900662251656,2015-03-04
50.4,169.0,4.8,12.3,19.3,1.1369205298013243,0.17288079470198675,2015-03-05
37.0,432.0,0.2,14.1,23.5,1.1387417218543048,0.17311258278145694,2015-03-06
44.4,678.0,0.0,17.2,36.8,1.1405629139072848,0.17334437086092716,2015-03-07
40.7,756.0,0.6,15.5,34.8,1.1423841059602649,0.17357615894039735,2015-03-08
34.2,402.0,0.0,7.8,19.9,1.144205298013245,0.17380794701986754,2015-03-09
27.8,450.0,0.2,10.6,22.2,1.1460264900662254,0.17403973509933776,2015-03-10
42.6,30.0,1.0,9.3,17.1,1.1478476821192054,0.17427152317880795,2015-03-11
40.0,306.0,0.0,0.8,10.0,1.1496688741721854,0.17450331125827814,2015-03-12
24.8,60.0,0.2,2.2,12.7,1.1514900662251657,0.17473509933774836,2015-03-13
38.9,91.0,0.0,-0.1,8.4,1.1533112582781455,0.17496688741721855,2015-03-14
33.3,30.0,0.0,3.5,8.0,1.1551324503311258,0.17519867549668874,2015-03-15
20.5,325.0,0.0,-0.3,13.7,1.156953642384106,0.17543046357615893,2015-03-16
24.1,666.0,0.0,-0.7,17.8,1.1587748344370865,0.17566225165562915,2015-03-17
37.1,324.0,0.0,5.0,17.1,1.1605960264900663,0.17589403973509934,2015-03-18
44.4,86.0,0.0,2.7,10.2,1.1624172185430464,0.17612582781456956,2015-03-19
46.3,115.0,0.0,6.1,13.2,1.1642384105960266,0.17635761589403975,2015-03-20
48.2,162.0,0.0,3.1,11.0,1.1660596026490069,0.17658940397350995,2015-03-21
52.2,60.0,0.0,4.1,11.3,1.1678807947019867,0.17682119205298014,2015-03-22
25.9,679.0,0.0,-1.6,14.7,1.169701986754967,0.17705298013245035,2015-03-23
33.3,0.0,10.5,4.1,6.7,1.1715231788079472,0.17728476821192055,2015-03-24
38.9,402.0,0.6,1.7,10.0,1.1733443708609272,0.17751655629139074,2015-03-25
48.2,108.0,1.4,-1.6,9.4,1.1751655629139073,0.17774834437086093,2015-03-26
37.1,326.0,0.6,1.7,12.5,1.1769867549668875,0.17798013245033112,2015-03-27
66.7,67.0,1.4,6.6,15.7,1.1788079470198676,0.17821192052980134,2015-03-28
71.3,0.0,2.2,9.6,12.6,1.1806291390728476,0.17844370860927153,2015-03-29
74.1,96.0,0.0,10.9,14.6,1.182450331125828,0.17867549668874172,2015-03-30
83.3,300.0,0.4,10.2,14.7,1.184271523178808,0.17890728476821194,2015-03-31
31.5,36.0,0.0,3.5,7.0,1.1860927152317882,0.17913907284768213,2015-04-01
51.9,258.0,0.0,-1.1,3.6,1.1879139072847682,0.17937086092715232,2015-04-02
70.4,486.0,0.2,-1.1,8.8,1.1897350993377485,0.17960264900662254,2015-04-03
48.2,18.0,0.2,5.9,12.1,1.1915562913907285,0.17983443708609273,2015-04-04
40.7,78.0,5.4,10.0,19.8,1.1933774834437088,0.18006622516556292,2015-04-05
31.5,896.0,0.0,7.9,29.1,1.1951986754966888,0.18029801324503314,2015-04-06
29.6,540.0,1.4,19.1,31.0,1.197019867549669,0.18052980132450333,2015-04-07
54.4,486.0,0.0,17.8,25.7,1.1988410596026493,0.18076158940397352,2015-04-08
32.4,24.0,0.0,11.0,18.5,1.2006622516556291,0.1809933774834437,2015-04-09
26.6,0.0,2.2,9.7,14.5,1.2024834437086094,0.1812251655629139,2015-04-10
59.3,55.0,2.0,12.2,16.5,1.2043046357615894,0.18145695364238407,2015-04-11
48.2,236.0,0.0,3.9,11.2,1.2061258278145697,0.1816887417218543,2015-04-12
25.9,768.0,0.0,3.6,21.0,1.2079470198675497,0.1819205298013245,2015-04-13
24.1,768.0,0.0,5.3,25.6,1.20976821192053,0.18215231788079472,2015-04-14
20.4,750.0,0.0,5.5,26.8,1.21158940397351,0.1823841059602649,2015-04-15
37.1,102.0,0.0,9.5,22.1,1.21341059602649,0.1826158940397351,2015-04-16
32.4,0.0,13.0,9.8,17.2,1.2152317880794703,0.18284768211920527,2015-04-17
59.3,746.0,0.0,7.1,15.4,1.2170529801324503,0.18307947019867551,2015-04-18
49.0,774.0,0.0,2.4,17.9,1.2188741721854306,0.1833112582781457,2015-04-19
35.3,702.0,0.0,3.6,21.1,1.2206953642384106,0.1835430463576159,2015-04-20
45.0,780.0,0.0,5.3,22.1,1.2225165562913909,0.1837748344370861,2015-04-21
53.7,756.0,0.0,6.0,23.2,1.224337748344371,0.1840066225165563,2015-04-22
40.7,794.0,0.0,4.8,21.2,1.2261589403973507,0.1842384105960265,2015-04-23
33.3,72.0,0.4,6.4,16.9,1.2279801324503312,0.1844701986754967,2015-04-24
53.7,277.0,0.6,11.7,19.7,1.2298013245033113,0.1847019867549669,2015-04-25
27.8,14.0,14.5,9.1,15.8,1.2316225165562915,0.1849337748344371,2015-04-26
48.2,366.0,0.0,8.9,14.4,1.2334437086092715,0.1851655629139073,2015-04-27
32.0,456.0,0.0,0.8,13.5,1.2352649006622518,0.1853973509933775,2015-04-28
40.7,402.0,0.0,3.5,15.8,1.2370860927152318,0.1856291390728477,2015-04-29
40.7,12.0,27.2,6.4,11.8,1.238907284768212,0.1858609271523179,2015-04-30
20.5,384.0,0.0,-0.4,6.0,1.240728476821192,0.18609271523178808,2015-05-01
55.8,258.0,0.0,-1.0,3.9,1.2425496688741722,0.1863245033112583,2015-05-02
27.8,600.0,0.0,-0.3,10.7,1.2443708609271524,0.1865562913907285,2015-05-03
44.4,570.0,0.0,1.1,10.9,1.2461920529801325,0.18678807947019868,2015-05-04
77.8,397.0,0.0,13.7,18.0,1.2480132450331127,0.18701986754966887,2015-05-05
46.3,848.0,0.0,16.9,33.0,1.2498344370860928,0.1872516556291391,2015-05-06
46.3,396.0,1.0,17.4,28.2,1.2516556291390728,0.18748344370860928,2015-05-07
31.5,690.0,0.0,12.8,31.2,1.253476821192053,0.18771523178807947,2015-05-08
31.7,240.0,0.2,8.4,21.0,1.255298013245033,0.1879470198675497,2015-05-09
47.2,18.0,27.7,12.1,17.3,1.2571192052980134,0.18817880794701988,2015-05-10
32.4,198.0,0.4,10.3,17.7,1.2589403973509934,0.18841059602649007,2015-05-11
34.2,408.0,0.0,0.6,8.5,1.2607615894039736,0.1886423841059603,2015-05-12
48.2,474.0,0.0,7.9,24.1,1.2625827814569537,0.18887417218543048,2015-05-13
63.0,186.0,5.0,11.9,19.0,1.2644039735099335,0.18910596026490067,2015-05-14
42.6,318.0,0.0,4.4,16.6,1.266225165562914,0.18933774834437087,2015-05-15
29.6,216.0,0.0,4.8,18.1,1.2680463576158942,0.18956953642384106,2015-05-16
22.2,824.0,0.0,6.5,19.4,1.2698675496688745,0.18980132450331128,2015-05-17
48.2,600.0,0.2,4.3,20.8,1.2716887417218543,0.19003311258278147,2015-05-18
49.0,486.0,0.2,6.0,16.7,1.2735099337748346,0.19026490066225168,2015-05-19
58.0,510.0,2.4,3.5,14.5,1.2753311258278146,0.19049668874172188,2015-05-20
31.5,606.0,0.0,2.2,18.3,1.2771523178807946,0.19072847682119207,2015-05-21
27.8,774.0,0.0,4.4,19.6,1.278973509933775,0.19096026490066226,2015-05-22
37.0,396.0,0.2,8.4,21.9,1.2807947019867552,0.19119205298013248,2015-05-23
31.5,470.0,0.0,10.5,21.7,1.2826158940397352,0.19142384105960267,2015-05-24
46.3,264.0,0.4,12.4,21.6,1.2844370860927152,0.19165562913907289,2015-05-25
35.2,308.0,0.2,8.6,19.2,1.2862582781456957,0.19188741721854305,2015-05-26
24.1,739.0,0.0,5.5,21.8,1.2880794701986755,0.19211920529801324,2015-05-27
40.7,570.0,0.2,8.0,21.0,1.2899006622516558,0.19235099337748346,2015-05-28
46.3,432.0,0.0,9.2,20.2,1.2917218543046358,0.19258278145695365,2015-05-29
38.9,493.0,0.0,11.8,20.1,1.293543046357616,0.19281456953642384,2015-05-30
55.6,50.0,3.8,11.6,19.7,1.295364238410596,0.1930463576158941,2015-05-31
37.0,0.0,0.0,-1.8,4.7,1.2971854304635762,0.19327814569536425,2015-06-01
64.8,342.0,0.0,-1.7,2.5,1.2990066225165564,0.19350993377483444,2015-06-02
14.8,630.0,0.0,-2.8,12.9,1.3008278145695364,0.19374172185430466,2015-06-03
61.2,732.0,0.0,-0.2,13.9,1.3026490066225165,0.19397350993377485,2015-06-04
66.7,558.0,1.0,7.7,17.5,1.3044701986754967,0.19420529801324504,2015-06-05
29.6,582.0,0.0,11.2,23.1,1.306291390728477,0.1944370860927153,2015-06-06
29.6,900.0,0.0,12.2,31.3,1.308112582781457,0.19466887417218545,2015-06-07
46.3,756.0,0.0,16.0,31.1,1.309933774834437,0.19490066225165564,2015-06-08
45.0,541.0,0.0,11.1,18.2,1.311754966887417,0.19513245033112586,2015-06-09
70.9,193.0,6.7,15.0,20.5,1.3135761589403976,0.19536423841059605,2015-06-10
37.0,12.0,0.4,14.6,18.3,1.3153973509933774,0.19559602649006624,2015-06-11
45.0,120.0,0.2,5.7,13.1,1.3172185430463577,0.19582781456953646,2015-06-12
24.1,678.0,0.0,12.4,26.9,1.319039735099338,0.19605960264900665,2015-06-13
37.8,115.0,0.4,14.2,21.9,1.320860927152318,0.19629139072847684,2015-06-14
31.5,240.0,0.0,13.9,22.8,1.3226821192052978,0.19652317880794706,2015-06-15
37.4,722.0,0.0,10.5,23.0,1.3245033112582782,0.19675496688741725,2015-06-16
31.5,853.0,0.0,8.3,25.3,1.3263245033112585,0.19698675496688745,2015-06-17
37.8,132.0,0.4,13.5,21.0,1.3281456953642383,0.1972185430463576,2015-06-18
46.4,702.0,0.0,8.4,23.6,1.3299668874172186,0.19745033112582785,2015-06-19
35.6,444.0,0.0,7.4,23.0,1.3317880794701988,0.19768211920529805,2015-06-20
38.9,360.0,0.0,15.3,24.1,1.3336092715231789,0.1979139072847682,2015-06-21
55.6,168.0,1.2,8.4,22.7,1.3354304635761591,0.19814569536423846,2015-06-22
28.1,486.0,0.0,6.0,21.0,1.3372516556291392,0.19837748344370865,2015-06-23
24.1,840.0,0.0,6.6,25.2,1.3390728476821194,0.1986092715231788,2015-06-24
22.2,853.0,0.0,11.4,28.7,1.3408940397350997,0.19884105960264906,2015-06-25
46.8,666.0,0.0,14.0,32.2,1.3427152317880795,0.1990728476821192,2015-06-26
33.5,564.0,0.0,14.9,26.4,1.3445364238410598,0.1993046357615894,2015-06-27
42.6,870.0,0.0,11.0,30.7,1.3463576158940398,0.19953642384105966,2015-06-28
27.8,859.0,0.0,11.4,29.9,1.3481788079470198,0.19976821192052985,2015-06-29
35.2,906.0,0.0,12.9,34.8,1.35,0.2,2015-06-30
28.4,0.0,0.0,1.6,9.1,1.35,1.92,2015-07-01
52.6,540.0,0.2,-3.7,4.9,1.3416666666666668,1.6746666666666663,2015-07-02
18.5,498.0,0.0,-1.5,16.5,1.3333333333333337,1.4293333333333331,2015-07-03
40.7,744.0,0.0,1.4,15.3,1.3250000000000002,1.1840000000000002,2015-07-04
38.9,564.0,0.0,5.7,17.5,1.3166666666666669,0.9386666666666666,2015-07-05
36.0,854.0,0.0,8.3,22.7,1.3083333333333331,0.6933333333333334,2015-07-06
55.6,342.0,0.0,15.0,28.1,1.3,0.448,2015-07-07
35.2,342.0,0.4,13.5,29.0,1.2,2.496,2015-07-08
37.1,534.0,0.0,6.2,20.5,1.2,2.0,2015-07-09
50.0,264.0,0.0,10.6,16.9,1.1,0.6,2015-07-10
29.9,409.0,0.0,13.2,21.6,1.1,0.6,2015-07-11
25.9,390.0,0.0,8.0,16.4,1.1,0.6,2015-07-12
42.8,666.0,0.0,15.2,26.4,1.1,0.6,2015-07-13
33.3,416.0,0.0,13.6,26.1,1.1,0.78,2015-07-14
25.9,888.0,0.0,12.5,32.0,1.1,0.96,2015-07-15
41.4,696.0,0.0,15.9,36.9,1.0,0.5,2015-07-16
43.2,624.0,0.0,17.0,29.9,1.02,0.416,2015-07-17
58.0,456.0,10.0,13.8,30.5,1.04,0.332,2015-07-18
44.4,168.0,0.0,16.3,26.0,1.06,0.248,2015-07-19
37.0,108.0,0.0,18.5,26.1,1.08,0.16400000000000006,2015-07-20
34.2,456.0,0.0,17.0,30.1,1.1,0.08,2015-07-21
37.0,522.0,0.0,18.0,28.3,1.05,0.04,2015-07-22
34.2,324.0,0.0,15.7,26.3,1.125,0.04666666666666667,2015-07-23
61.9,313.0,0.0,13.1,27.2,1.2,0.05333333333333334,2015-07-24
64.8,253.0,0.0,15.0,22.6,1.275,0.06,2015-07-25
50.0,91.0,3.2,9.9,20.1,1.35,0.06666666666666668,2015-07-26
66.7,342.0,0.0,14.9,24.0,1.425,0.07333333333333332,2015-07-27
44.6,210.0,3.4,12.8,19.5,1.5,0.08,2015-07-28
37.0,540.0,0.0,11.1,22.8,1.4142857142857144,0.07428571428571429,2015-07-29
33.3,546.0,0.0,7.0,22.4,1.3285714285714283,0.06857142857142857,2015-07-30
42.6,528.0,0.0,7.1,23.5,1.2428571428571429,0.06285714285714286,2015-07-31
57.4,55.0,2.0,4.3,11.1,1.1571428571428568,0.05714285714285715,2015-08-01
52.6,102.0,0.2,-0.3,7.3,1.0714285714285714,0.051428571428571435,2015-08-02
27.8,642.0,0.0,-1.5,19.8,0.9857142857142858,0.045714285714285714,2015-08-03
38.9,740.0,0.0,0.4,17.8,0.9,0.04,2015-08-04
29.6,282.0,1.2,6.5,20.5,0.8875000000000001,0.15,2015-08-05
55.6,900.0,0.0,8.5,21.7,0.875,0.26,2015-08-06
50.4,289.0,0.0,12.9,21.8,0.8625,0.37,2015-08-07
23.0,36.0,4.4,15.1,24.7,0.8500000000000001,0.48,2015-08-08
40.7,245.0,0.2,9.3,20.0,0.8375,0.5900000000000001,2015-08-09
20.4,55.0,0.0,6.9,16.5,0.8250000000000001,0.7000000000000001,2015-08-10
30.2,422.0,0.0,10.6,21.0,0.8125,0.81,2015-08-11
31.5,36.0,7.9,6.5,10.8,0.8,0.92,2015-08-12
48.2,150.0,1.8,19.8,27.8,0.8,1.2,2015-08-13
49.0,210.0,6.2,16.0,25.5,0.85,0.4,2015-08-14
46.3,174.0,0.0,13.6,20.2,0.8375,0.4,2015-08-15
24.5,510.0,0.0,8.4,22.3,0.825,0.4,2015-08-16
42.6,212.0,0.0,11.5,21.0,0.8125,0.4,2015-08-17
25.9,420.0,0.0,10.6,23.7,0.8,0.4,2015-08-18
