Rafale max  help,soleil_durée,Précipitations en mm,Température minimale en °C,Température maximale en °C,prix moyen au kg,Production quantité tonne(s),Date
51.5,451.0,0.0,10.9,25.9,1.8,0.18,2019-08-16
54.0,0.0,23.0,17.1,20.7,1.7,0.27,2019-08-17
55.4,144.0,0.2,18.2,23.0,1.6,0.36,2019-08-18
37.4,597.0,0.0,11.9,23.5,1.5,0.45,2019-08-19
25.9,618.0,0.0,10.1,24.1,1.75,0.1,2019-08-20
39.6,785.0,0.0,9.8,24.9,1.7,0.17333333333333334,2019-08-21
28.8,784.0,0.0,9.8,27.2,1.65,0.2466666666666667,2019-08-22
39.6,764.0,0.0,10.9,28.9,1.6,0.32,2019-08-23
28.8,706.0,0.0,11.6,32.7,1.6,0.38,2019-08-24
28.8,771.0,0.0,12.7,33.7,1.6,0.44,2019-08-25
25.2,744.0,0.0,14.3,33.0,1.6,0.5,2019-08-26
43.6,294.0,0.0,15.6,32.5,1.6,0.2,2019-08-27
36.0,534.0,0.0,17.0,28.8,1.6,0.2333333333333333,2019-08-28
23.0,582.0,0.0,15.5,25.8,1.6,0.26666666666666666,2019-08-29
25.6,719.0,0.0,11.6,29.3,1.6,0.3,2019-08-30
54.0,670.0,0.0,13.8,30.7,1.5166666666666668,0.36666666666666653,2019-08-31
46.8,144.0,0.0,2.4,5.9,1.4333333333333331,0.43333333333333335,2019-09-01
68.4,146.0,1.8,7.0,11.5,1.35,0.5,2019-09-02
68.4,146.0,1.8,7.0,11.5,1.9,0.55,2019-09-02
61.6,47.0,2.4,8.7,14.0,1.6,0.15,2019-09-03
43.2,216.0,6.1,6.3,16.5,1.6,0.175,2019-09-04
77.0,66.0,0.2,9.2,14.8,1.6,0.2,2019-09-05
59.0,215.0,9.9,7.8,19.2,1.6,0.6,2019-09-06
46.8,893.0,0.0,9.8,25.3,1.6,0.5333333333333333,2019-09-07
57.6,222.0,5.9,20.1,28.3,1.6,0.4666666666666667,2019-09-08
69.8,270.0,2.0,4.9,20.0,1.6,0.4,2019-09-09
61.2,291.0,0.8,10.3,16.6,1.75,0.1,2019-09-10
33.1,21.0,17.5,0.3,7.0,1.725,0.09166666666666667,2019-09-11
72.7,189.0,0.0,5.4,10.4,1.7,0.08333333333333334,2019-09-12
33.8,570.0,0.2,12.0,26.2,1.675,0.07500000000000001,2019-09-13
39.6,686.0,0.0,13.5,27.4,1.65,0.06666666666666668,2019-09-14
29.2,711.0,0.0,10.6,28.9,1.625,0.058333333333333334,2019-09-15
32.4,703.0,0.0,9.6,28.5,1.6,0.05,2019-09-16
36.0,277.0,0.0,12.6,22.3,1.8,0.05,2019-09-17
54.0,701.0,0.0,8.9,20.5,1.7,0.05,2019-09-18
55.1,698.0,0.0,8.9,21.0,1.725,0.125,2019-09-19
44.3,693.0,0.0,5.7,24.0,1.75,0.2,2019-09-20
43.2,636.0,0.0,8.5,29.4,1.6666666666666667,0.15,2019-09-21
50.4,53.0,6.5,15.6,20.2,1.5833333333333333,0.1,2019-09-22
43.2,404.0,1.4,12.7,21.9,1.5,0.05,2019-09-23
57.6,162.0,10.7,14.3,21.0,1.5,0.05,2019-09-24
57.6,51.0,1.8,13.5,19.7,1.5,0.05,2019-09-25
75.6,35.0,5.7,15.5,21.0,1.5,0.05,2019-09-26
54.4,231.0,0.4,13.9,20.4,1.5,0.2,2019-09-27
49.0,219.0,0.0,12.4,20.0,1.475,0.2,2019-09-28
79.2,113.0,4.2,12.3,20.8,1.45,0.2,2019-09-29
43.2,241.0,0.0,9.9,19.2,1.4249999999999998,0.2,2019-09-30
39.6,139.0,0.0,-1.3,4.6,1.4,0.2,2019-10-01
83.2,89.0,9.1,5.1,10.2,1.4,0.16666666666666669,2019-10-02
77.0,315.0,0.2,9.2,14.1,1.4,0.13333333333333336,2019-10-03
36.0,72.0,0.0,3.0,14.4,1.4,0.1,2019-10-04
46.8,20.0,3.4,6.5,15.5,1.4,0.1142857142857143,2019-10-05
57.6,402.0,0.0,11.7,18.0,1.4,0.1285714285714286,2019-10-06
37.4,863.0,0.0,10.7,27.8,1.4,0.14285714285714285,2019-10-07
68.4,406.0,0.0,17.6,26.7,1.4,0.15714285714285714,2019-10-08
36.0,678.0,0.0,10.2,22.9,1.4,0.17142857142857146,2019-10-09
43.2,475.0,0.0,10.6,18.2,1.4,0.18571428571428567,2019-10-10
30.2,54.0,3.7,5.3,8.4,1.4,0.2,2019-10-11
43.6,286.0,3.0,-0.9,7.6,1.2666666666666666,0.16666666666666669,2019-10-12
72.0,387.0,0.0,14.4,25.7,1.1333333333333333,0.13333333333333336,2019-10-13
80.6,223.0,10.1,11.7,24.7,1.0,0.1,2019-10-14
50.4,159.0,0.2,12.3,16.5,1.5,0.15,2019-10-15
62.6,49.0,2.8,11.3,16.7,1.3833333333333333,0.16666666666666666,2019-10-16
40.7,160.0,4.0,11.5,17.2,1.2666666666666666,0.18333333333333332,2019-10-17
64.8,268.0,3.8,11.5,16.3,1.15,0.2,2019-10-18
36.0,20.0,17.4,11.7,14.5,1.1285714285714286,0.19285714285714287,2019-10-19
43.9,0.0,12.7,10.6,11.8,1.1071428571428568,0.18571428571428567,2019-10-20
32.4,354.0,0.0,9.4,15.0,1.0857142857142856,0.17857142857142858,2019-10-21
36.0,147.0,1.0,2.8,13.9,1.0642857142857145,0.17142857142857146,2019-10-22
36.0,6.0,0.2,9.6,15.9,1.042857142857143,0.16428571428571428,2019-10-23
46.8,48.0,0.4,10.3,16.1,1.0214285714285714,0.15714285714285714,2019-10-24
46.8,74.0,0.4,9.3,16.4,1.0,0.15,2019-10-25
69.8,443.0,1.2,8.6,19.9,0.9928571428571428,0.15178571428571427,2019-10-26
41.0,0.0,5.4,8.4,13.0,0.9857142857142858,0.15357142857142858,2019-10-27
36.0,23.0,2.8,7.5,10.7,0.9785714285714284,0.15535714285714286,2019-10-28
36.4,7.0,4.6,7.0,9.7,0.9714285714285714,0.15714285714285714,2019-10-29
28.8,0.0,6.4,7.5,10.9,0.9642857142857144,0.15892857142857142,2019-10-30
33.5,0.0,7.5,9.4,13.8,0.9571428571428572,0.1607142857142857,2019-10-31
21.6,0.0,1.4,-0.4,6.3,0.95,0.1625,2019-11-01
37.4,69.0,0.0,1.6,9.3,0.9428571428571428,0.16428571428571428,2019-11-02
62.3,443.0,0.0,3.5,11.0,0.9357142857142856,0.16607142857142854,2019-11-03
43.2,756.0,0.0,4.1,14.3,0.9285714285714286,0.16785714285714287,2019-11-04
61.9,245.0,2.8,9.7,16.1,0.9214285714285716,0.16964285714285715,2019-11-05
36.4,258.0,1.6,7.3,15.9,0.9142857142857144,0.17142857142857146,2019-11-06
46.8,162.0,0.0,16.1,30.5,0.9071428571428573,0.1732142857142857,2019-11-07
39.6,204.0,0.4,11.7,22.4,0.9,0.175,2019-11-08
36.7,504.0,0.0,8.5,23.6,0.8928571428571429,0.1767857142857143,2019-11-09
54.0,472.0,0.0,11.7,21.2,0.8857142857142858,0.17857142857142858,2019-11-10
50.4,91.0,2.0,2.9,10.1,0.8785714285714286,0.18035714285714285,2019-11-11
50.8,54.0,4.8,5.5,7.9,0.8714285714285714,0.1821428571428572,2019-11-12
54.0,199.0,3.4,1.6,10.4,0.8642857142857143,0.18392857142857144,2019-11-13
54.0,12.0,3.0,4.0,6.8,0.8571428571428572,0.18571428571428567,2019-11-14
32.4,0.0,11.9,2.6,4.9,0.8500000000000001,0.1875,2019-11-15
32.4,10.0,0.8,3.0,6.0,0.8428571428571429,0.18928571428571428,2019-11-16
18.0,0.0,0.0,4.6,6.9,0.8357142857142857,0.1910714285714286,2019-11-17
28.8,92.0,0.4,-0.2,9.2,0.8285714285714286,0.19285714285714287,2019-11-18
23.0,221.0,0.0,0.3,10.3,0.8214285714285715,0.19464285714285715,2019-11-19
54.4,490.0,0.0,-0.4,7.6,0.8142857142857143,0.19642857142857145,2019-11-20
39.6,216.0,1.4,-1.1,9.1,0.8071428571428572,0.19821428571428573,2019-11-21
46.8,268.0,5.6,3.9,12.0,0.8,0.2,2019-11-22
39.6,14.0,2.2,9.4,12.6,0.8042792792792793,0.2009009009009009,2019-11-23
33.1,196.0,0.0,6.4,11.9,0.8085585585585586,0.20180180180180185,2019-11-24
61.2,18.0,1.8,7.1,11.2,0.8128378378378379,0.20270270270270271,2019-11-25
58.0,17.0,10.3,10.0,13.2,0.8171171171171172,0.2036036036036036,2019-11-26
65.5,23.0,1.8,9.5,12.6,0.8213963963963964,0.20450450450450453,2019-11-27
54.0,26.0,1.2,9.3,12.0,0.8256756756756757,0.20540540540540544,2019-11-28
32.4,111.0,0.6,7.4,11.7,0.829954954954955,0.2063063063063063,2019-11-29
39.6,21.0,3.6,4.7,7.6,0.8342342342342343,0.20720720720720726,2019-11-30
40.3,2.0,0.0,4.5,8.6,0.8385135135135136,0.20810810810810806,2019-12-01
18.4,329.0,0.0,-2.8,9.2,0.8427927927927928,0.20900900900900896,2019-12-02
82.8,290.0,3.6,2.0,13.7,0.8470720720720721,0.20990990990990996,2019-12-03
50.4,756.0,0.0,0.1,12.7,0.8513513513513514,0.2108108108108108,2019-12-04
43.9,750.0,0.0,4.2,15.5,0.8556306306306307,0.2117117117117117,2019-12-05
43.2,318.0,2.4,8.0,15.8,0.8599099099099099,0.21261261261261266,2019-12-06
39.6,438.0,0.0,13.4,27.2,0.8641891891891892,0.21351351351351355,2019-12-07
54.0,393.0,2.0,11.9,23.1,0.8684684684684685,0.2144144144144144,2019-12-08
25.2,474.0,0.0,11.0,26.8,0.8727477477477478,0.21531531531531534,2019-12-09
36.4,251.0,0.0,12.2,22.2,0.8770270270270271,0.21621621621621626,2019-12-10
44.3,231.0,2.2,3.0,9.2,0.8813063063063064,0.21711711711711712,2019-12-11
59.8,3.0,12.2,1.0,9.6,0.8855855855855856,0.21801801801801804,2019-12-12
80.3,209.0,6.2,4.6,12.3,0.8898648648648649,0.21891891891891893,2019-12-13
87.8,162.0,3.2,6.6,12.0,0.8941441441441442,0.21981981981981985,2019-12-14
64.8,31.0,10.0,8.5,11.0,0.8984234234234234,0.22072072072072074,2019-12-15
32.4,53.0,0.2,8.2,12.6,0.9027027027027028,0.22162162162162166,2019-12-16
36.0,85.0,0.0,8.9,14.9,0.906981981981982,0.22252252252252253,2019-12-17
57.6,390.0,0.0,4.4,12.4,0.9112612612612612,0.22342342342342345,2019-12-18
50.4,4.0,9.7,9.6,14.4,0.9155405405405406,0.22432432432432434,2019-12-19
64.8,208.0,3.4,8.7,12.3,0.91981981981982,0.22522522522522526,2019-12-20
60.1,202.0,6.0,6.5,10.5,0.9240990990990992,0.2261261261261261,2019-12-21
75.6,135.0,0.2,7.5,10.6,0.9283783783783784,0.22702702702702704,2019-12-22
46.8,332.0,3.2,6.4,12.0,0.9326576576576576,0.22792792792792796,2019-12-23
57.6,295.0,0.4,7.1,12.6,0.9369369369369368,0.22882882882882885,2019-12-24
33.8,266.0,0.0,4.8,9.8,0.9412162162162164,0.2297297297297297,2019-12-25
43.6,159.0,1.6,2.9,11.0,0.9454954954954956,0.23063063063063066,2019-12-26
47.2,111.0,2.0,8.1,11.0,0.9497747747747748,0.23153153153153155,2019-12-27
36.0,62.0,0.0,5.2,9.4,0.954054054054054,0.23243243243243245,2019-12-28
25.2,102.0,0.0,-0.5,4.0,0.9583333333333334,0.2333333333333333,2019-12-29
14.4,448.0,0.0,-2.4,9.2,0.9626126126126128,0.23423423423423426,2019-12-30
18.0,0.0,0.0,-4.3,2.6,0.9668918918918921,0.23513513513513515,2019-12-31
22.0,0.0,1.8,0.0,7.8,0.9711711711711712,0.23603603603603604,2020-01-01
51.1,126.0,11.0,11.4,13.9,0.9754504504504504,0.23693693693693696,2020-01-02
73.1,37.0,14.5,3.2,9.8,0.9797297297297298,0.23783783783783785,2020-01-03
46.8,727.0,0.0,-2.3,12.9,0.984009009009009,0.23873873873873874,2020-01-04
51.8,288.0,2.4,9.6,16.4,0.9882882882882884,0.23963963963963966,2020-01-05
46.8,893.0,0.0,8.2,25.9,0.9925675675675676,0.2405405405405405,2020-01-06
48.2,244.0,0.2,17.5,24.3,0.9968468468468468,0.24144144144144145,2020-01-07
32.8,471.0,0.0,16.9,27.6,1.0011261261261262,0.2423423423423424,2020-01-08
36.0,594.0,0.0,8.2,21.3,1.0054054054054054,0.2432432432432433,2020-01-09
51.5,107.0,11.1,12.8,16.6,1.0096846846846848,0.2441441441441441,2020-01-10
68.4,0.0,0.8,13.7,17.6,1.0139639639639642,0.24504504504504504,2020-01-11
47.5,101.0,0.0,2.4,8.8,1.0182432432432431,0.245945945945946,2020-01-12
60.5,0.0,1.6,6.7,9.6,1.0225225225225223,0.24684684684684685,2020-01-13
61.2,0.0,0.4,8.0,11.9,1.0268018018018021,0.24774774774774774,2020-01-14
62.3,55.0,0.0,8.4,13.2,1.0310810810810809,0.24864864864864866,2020-01-15
43.9,475.0,1.2,3.6,14.9,1.0353603603603605,0.24954954954954955,2020-01-16
54.0,249.0,0.0,5.9,11.2,1.0396396396396397,0.25045045045045045,2020-01-17
28.8,389.0,0.0,1.4,8.8,1.0439189189189189,0.2513513513513513,2020-01-18
43.2,321.0,0.0,-0.3,7.1,1.0481981981981985,0.2522522522522523,2020-01-19
50.4,461.0,0.0,0.1,6.7,1.0524774774774774,0.2531531531531532,2020-01-20
29.2,488.0,0.0,-2.4,5.2,1.0567567567567568,0.2540540540540541,2020-01-21
32.8,490.0,0.0,-3.1,4.6,1.0610360360360358,0.25495495495495496,2020-01-22
40.7,420.0,0.0,-1.7,4.1,1.0653153153153152,0.25585585585585585,2020-01-23
22.7,489.0,0.0,-2.8,6.9,1.0695945945945946,0.2567567567567568,2020-01-24
16.2,31.0,0.0,-2.3,7.4,1.073873873873874,0.2576576576576577,2020-01-25
47.9,97.0,0.8,1.5,10.5,1.0781531531531532,0.2585585585585586,2020-01-26
58.0,0.0,6.0,7.8,8.9,1.0824324324324324,0.2594594594594595,2020-01-27
84.2,275.0,1.6,4.7,9.0,1.0867117117117118,0.2603603603603604,2020-01-28
43.2,291.0,0.0,4.4,10.0,1.090990990990991,0.2612612612612613,2020-01-29
50.4,7.0,3.6,3.8,13.1,1.0952702702702704,0.2621621621621621,2020-01-30
43.2,15.0,2.4,11.0,12.9,1.0995495495495495,0.26306306306306304,2020-01-31
39.6,11.0,1.2,6.8,9.4,1.1038288288288287,0.263963963963964,2020-02-01
58.0,0.0,2.4,11.0,14.8,1.108108108108108,0.2648648648648649,2020-02-02
69.8,119.0,6.5,5.2,10.0,1.1123873873873875,0.26576576576576577,2020-02-03
41.0,652.0,0.0,-1.9,11.7,1.1166666666666667,0.26666666666666666,2020-02-04
26.3,69.0,0.2,7.8,14.6,1.120945945945946,0.2675675675675676,2020-02-05
32.4,871.0,0.0,10.8,29.2,1.1252252252252253,0.2684684684684685,2020-02-06
43.2,162.0,0.0,13.8,22.3,1.1295045045045045,0.2693693693693694,2020-02-07
36.7,588.0,0.0,15.6,25.2,1.133783783783784,0.2702702702702703,2020-02-08
32.4,701.0,0.0,8.1,22.9,1.138063063063063,0.2711711711711712,2020-02-09
54.4,0.0,4.2,11.0,13.6,1.1423423423423422,0.2720720720720721,2020-02-10
63.0,116.0,1.8,12.9,19.6,1.1466216216216216,0.27297297297297296,2020-02-11
43.2,0.0,0.6,3.6,7.7,1.1509009009009008,0.27387387387387385,2020-02-12
91.1,151.0,9.9,4.7,12.3,1.1551801801801802,0.2747747747747748,2020-02-13
37.1,147.0,0.0,7.1,12.3,1.1594594594594594,0.2756756756756757,2020-02-14
61.9,343.0,0.6,4.8,13.5,1.1637387387387388,0.2765765765765766,2020-02-15
90.0,318.0,9.5,11.5,17.8,1.168018018018018,0.2774774774774775,2020-02-16
65.9,195.0,5.4,6.8,11.6,1.1722972972972974,0.2783783783783784,2020-02-17
46.8,375.0,4.9,3.1,10.8,1.1765765765765763,0.2792792792792793,2020-02-18
47.2,59.0,0.0,4.2,9.6,1.180855855855856,0.2801801801801802,2020-02-19
62.6,16.0,0.8,9.1,11.4,1.1851351351351351,0.2810810810810811,2020-02-20
32.4,385.0,0.0,0.8,10.0,1.1894144144144143,0.281981981981982,2020-02-21
54.7,373.0,0.0,2.6,13.3,1.1936936936936935,0.2828828828828829,2020-02-22
61.2,5.0,0.0,8.0,12.4,1.197972972972973,0.28378378378378377,2020-02-23
57.6,4.0,3.8,9.4,12.3,1.2022522522522523,0.28468468468468466,2020-02-24
75.6,192.0,5.2,6.3,11.6,1.2065315315315317,0.2855855855855856,2020-02-25
72.0,288.0,4.4,0.7,9.0,1.2108108108108109,0.2864864864864865,2020-02-26
90.0,55.0,1.4,2.2,12.9,1.21509009009009,0.2873873873873874,2020-02-27
57.6,0.0,0.0,-0.1,10.5,1.2193693693693697,0.2882882882882883,2020-02-28
86.4,195.0,1.6,7.1,12.0,1.2236486486486486,0.28918918918918923,2020-02-29
46.8,70.0,0.2,7.5,12.2,1.227927927927928,0.2900900900900901,2020-03-01
87.8,2.0,5.4,10.7,14.1,1.2322072072072072,0.290990990990991,2020-03-02
33.8,266.0,0.0,0.6,8.6,1.2364864864864864,0.2918918918918919,2020-03-03
32.4,126.0,0.0,1.7,13.7,1.2407657657657658,0.2927927927927928,2020-03-04
36.0,255.0,4.5,11.2,20.7,1.2450450450450448,0.2936936936936937,2020-03-05
55.8,417.0,16.0,13.2,26.0,1.2493243243243244,0.2945945945945946,2020-03-06
37.4,438.0,0.0,12.5,23.6,1.2536036036036036,0.2954954954954955,2020-03-07
51.5,444.0,0.4,12.0,23.9,1.2578828828828832,0.2963963963963964,2020-03-08
51.5,720.0,0.0,11.1,27.7,1.262162162162162,0.2972972972972973,2020-03-09
66.2,107.0,3.0,6.2,13.0,1.2664414414414416,0.2981981981981982,2020-03-10
41.0,236.0,0.0,6.2,12.9,1.2707207207207207,0.2990990990990991,2020-03-11
28.8,528.0,0.2,1.9,12.0,1.275,0.30000000000000004,2020-03-13
43.2,62.0,0.2,5.5,12.4,1.279279279279279,0.3009009009009009,2020-03-14
36.7,501.0,0.0,6.9,17.2,1.2835585585585585,0.30180180180180183,2020-03-15
37.1,0.0,0.4,6.5,10.6,1.287837837837838,0.3027027027027027,2020-03-16
25.2,60.0,0.2,8.7,16.2,1.2921171171171169,0.3036036036036036,2020-03-17
25.9,342.0,0.0,9.3,19.4,1.2963963963963965,0.3045045045045045,2020-03-18
21.6,624.0,0.0,4.9,20.8,1.3006756756756757,0.3054054054054054,2020-03-19
50.0,540.0,0.0,7.7,19.9,1.304954954954955,0.3063063063063063,2020-03-20
54.0,0.0,0.0,7.1,10.9,1.3092342342342342,0.30720720720720723,2020-03-21
47.9,4.0,4.8,5.7,9.0,1.3135135135135134,0.3081081081081081,2020-03-22
37.1,695.0,0.0,0.4,13.5,1.3177927927927928,0.30900900900900896,2020-03-23
44.3,700.0,0.0,-2.7,12.4,1.3220720720720722,0.3099099099099099,2020-03-24
51.8,703.0,0.0,-2.7,12.5,1.3263513513513514,0.3108108108108109,2020-03-25
50.4,707.0,0.0,-0.6,10.6,1.3306306306306306,0.3117117117117117,2020-03-26
28.8,431.0,0.0,-1.9,12.8,1.3349099099099098,0.31261261261261264,2020-03-27
50.4,701.0,0.0,0.7,16.9,1.3391891891891892,0.31351351351351353,2020-03-28
75.6,156.0,0.0,4.3,9.0,1.3434684684684686,0.3144144144144144,2020-03-29
72.4,720.0,0.0,-0.2,9.5,1.3477477477477475,0.3153153153153153,2020-03-30
57.6,708.0,0.0,-0.1,12.1,1.352027027027027,0.3162162162162162,2020-03-31
22.0,347.0,0.0,0.0,8.8,1.3563063063063063,0.3171171171171171,2020-04-01
66.2,317.0,0.2,4.0,9.7,1.3605855855855855,0.31801801801801804,2020-04-02
43.2,12.0,12.9,1.3,9.5,1.364864864864865,0.3189189189189189,2020-04-03
39.6,738.0,0.0,1.2,17.9,1.369144144144144,0.31981981981981983,2020-04-04
54.0,449.0,7.1,9.9,21.5,1.3734234234234233,0.3207207207207207,2020-04-05
57.6,90.0,1.6,12.3,18.0,1.377702702702703,0.3216216216216217,2020-04-06
50.4,179.0,0.0,11.6,23.4,1.381981981981982,0.32252252252252256,2020-04-07
25.2,791.0,0.0,8.5,25.6,1.3862612612612613,0.32342342342342345,2020-04-08
28.8,693.0,0.0,12.0,30.3,1.3905405405405404,0.32432432432432434,2020-04-09
64.8,150.0,5.6,7.5,15.1,1.3948198198198198,0.32522522522522523,2020-04-10
33.3,486.0,0.0,-1.0,11.5,1.3990990990990992,0.3261261261261261,2020-04-11
65.9,256.0,0.8,2.9,6.6,1.4033783783783784,0.32702702702702696,2020-04-12
61.2,642.0,0.0,7.8,19.5,1.4076576576576576,0.3279279279279279,2020-04-13
54.0,770.0,0.0,2.2,14.2,1.4119369369369368,0.3288288288288288,2020-04-14
43.2,772.0,0.0,0.6,19.9,1.4162162162162162,0.3297297297297297,2020-04-15
36.0,563.0,0.0,7.5,23.1,1.4204954954954956,0.33063063063063064,2020-04-16
36.0,504.0,0.2,12.1,23.7,1.4247747747747748,0.33153153153153153,2020-04-17
36.0,427.0,3.0,11.3,22.2,1.429054054054054,0.3324324324324325,2020-04-18
43.2,210.0,0.0,10.0,20.1,1.4333333333333331,0.33333333333333337,2020-04-19
40.3,263.0,0.0,10.5,21.7,1.4376126126126128,0.33423423423423426,2020-04-20
36.7,180.0,0.0,8.2,18.5,1.441891891891892,0.33513513513513515,2020-04-21
29.5,794.0,0.0,7.3,22.6,1.4461711711711707,0.33603603603603605,2020-04-22
28.8,777.0,0.2,6.3,24.8,1.4504504504504503,0.3369369369369369,2020-04-23
32.4,740.0,0.0,10.1,23.9,1.4547297297297297,0.33783783783783783,2020-04-24
33.5,300.0,1.6,11.4,19.8,1.459009009009009,0.3387387387387387,2020-04-25
25.2,808.0,0.0,7.1,21.6,1.4632882882882885,0.3396396396396396,2020-04-26
47.9,461.0,3.8,8.2,24.3,1.4675675675675677,0.34054054054054056,2020-04-27
58.7,348.0,0.4,11.6,18.6,1.4718468468468469,0.34144144144144145,2020-04-28
57.6,159.0,12.0,9.7,16.4,1.4761261261261265,0.34234234234234234,2020-04-29
79.2,247.0,4.8,8.0,15.0,1.4804054054054054,0.3432432432432433,2020-04-30
21.6,1.0,0.0,5.1,8.4,1.4846846846846846,0.3441441441441442,2020-05-01
28.8,47.0,0.0,3.6,9.2,1.4889639639639638,0.3450450450450451,2020-05-02
87.1,25.0,13.3,6.8,12.4,1.4932432432432432,0.345945945945946,2020-05-03
36.4,741.0,0.0,2.1,23.2,1.4975225225225226,0.3468468468468469,2020-05-04
44.6,90.0,7.4,11.0,14.6,1.5018018018018018,0.3477477477477477,2020-05-05
59.0,66.0,7.9,10.5,17.5,1.506081081081081,0.34864864864864864,2020-05-06
50.4,245.0,0.0,17.3,27.3,1.5103603603603604,0.34954954954954953,2020-05-07
29.5,822.0,0.0,11.4,30.6,1.5146396396396398,0.3504504504504504,2020-05-08
39.6,63.0,0.0,15.1,20.8,1.518918918918919,0.35135135135135137,2020-05-09
57.6,0.0,4.2,10.5,13.5,1.523198198198198,0.35225225225225226,2020-05-10
46.8,533.0,0.0,1.8,11.9,1.5274774774774773,0.35315315315315315,2020-05-11
46.8,3.0,0.4,1.6,5.9,1.5317567567567567,0.3540540540540541,2020-05-12
54.0,576.0,0.0,4.9,15.1,1.536036036036036,0.354954954954955,2020-05-13
61.2,768.0,0.0,4.6,15.3,1.5403153153153153,0.3558558558558559,2020-05-14
57.6,861.0,0.0,4.7,17.6,1.5445945945945945,0.3567567567567568,2020-05-15
32.4,807.0,0.0,3.2,19.4,1.548873873873874,0.3576576576576577,2020-05-16
36.0,864.0,0.0,6.0,19.8,1.5531531531531533,0.35855855855855856,2020-05-17
25.6,865.0,0.0,7.1,22.6,1.5574324324324325,0.35945945945945945,2020-05-18
29.9,870.0,0.0,4.9,24.1,1.5617117117117116,0.3603603603603603,2020-05-19
32.8,871.0,0.0,10.2,26.6,1.5659909909909908,0.3612612612612613,2020-05-20
21.6,815.0,0.0,11.4,28.9,1.5702702702702702,0.3621621621621622,2020-05-21
57.6,373.0,3.8,17.1,26.8,1.5745495495495496,0.3630630630630631,2020-05-22
43.2,480.0,0.8,11.3,20.7,1.5788288288288288,0.363963963963964,2020-05-23
25.2,823.0,0.0,7.0,21.1,1.583108108108108,0.3648648648648649,2020-05-24
39.6,728.0,0.0,8.8,22.9,1.5873873873873874,0.3657657657657658,2020-05-25
46.8,883.0,0.0,10.4,24.6,1.5916666666666668,0.3666666666666667,2020-05-26
46.8,884.0,0.0,10.0,24.9,1.595945945945946,0.3675675675675676,2020-05-27
43.2,886.0,0.0,10.6,24.3,1.6002252252252251,0.3684684684684685,2020-05-28
50.4,888.0,0.0,8.0,24.1,1.6045045045045043,0.36936936936936937,2020-05-29
54.0,889.0,0.0,8.4,24.1,1.6087837837837835,0.3702702702702703,2020-05-30
58.0,891.0,0.0,8.3,23.1,1.6130630630630631,0.3711711711711712,2020-05-31
47.2,447.0,0.0,-1.2,8.2,1.6173423423423423,0.3720720720720721,2020-06-01
32.4,510.0,0.0,-0.2,9.9,1.6216216216216215,0.372972972972973,2020-06-02
68.4,293.0,0.0,1.1,9.8,1.625900900900901,0.3738738738738739,2020-06-03
50.8,120.0,5.2,8.5,13.9,1.6301801801801803,0.3747747747747748,2020-06-04
36.0,828.0,0.0,7.2,19.9,1.6344594594594597,0.3756756756756757,2020-06-05
46.8,576.0,0.0,11.2,19.1,1.6387387387387389,0.3765765765765766,2020-06-06
50.4,704.0,0.0,8.9,23.6,1.6430180180180178,0.3774774774774775,2020-06-07
25.9,822.0,0.0,12.6,34.8,1.6472972972972972,0.3783783783783784,2020-06-08
36.4,174.0,0.0,9.0,20.2,1.6515765765765766,0.3792792792792793,2020-06-09
59.0,33.0,1.0,11.1,15.7,1.6558558558558558,0.3801801801801802,2020-06-10
32.4,491.0,0.0,2.3,13.4,1.660135135135135,0.3810810810810811,2020-06-11
28.8,6.0,3.6,3.9,5.5,1.6644144144144144,0.381981981981982,2020-06-12
51.8,499.0,0.0,11.3,22.2,1.6686936936936938,0.3828828828828829,2020-06-13
43.2,266.0,0.0,12.0,22.8,1.6729729729729732,0.3837837837837838,2020-06-14
36.0,214.0,2.8,12.0,21.0,1.6772522522522522,0.3846846846846847,2020-06-15
43.2,292.0,4.1,12.7,20.6,1.6815315315315311,0.3855855855855856,2020-06-16
32.4,317.0,0.6,11.8,20.8,1.6858108108108107,0.38648648648648654,2020-06-17
33.8,138.0,1.2,11.6,19.4,1.69009009009009,0.3873873873873874,2020-06-18
39.6,234.0,0.0,12.3,20.6,1.694369369369369,0.3882882882882883,2020-06-19
28.8,570.0,0.0,11.5,22.7,1.6986486486486485,0.3891891891891892,2020-06-20
43.9,150.0,0.0,12.8,21.7,1.7029279279279284,0.3900900900900901,2020-06-21
25.6,906.0,0.0,12.3,24.4,1.707207207207207,0.390990990990991,2020-06-22
36.0,898.0,0.0,10.4,28.9,1.7114864864864865,0.3918918918918919,2020-06-23
36.4,906.0,0.0,13.0,32.3,1.7157657657657657,0.3927927927927928,2020-06-24
29.2,641.0,0.2,16.5,35.0,1.7200450450450449,0.3936936936936937,2020-06-25
46.8,474.0,0.0,19.8,31.0,1.7243243243243245,0.3945945945945946,2020-06-26
68.4,237.0,1.2,15.6,23.9,1.7286036036036037,0.3954954954954955,2020-06-27
47.9,222.0,0.2,14.7,21.0,1.7328828828828828,0.3963963963963964,2020-06-28
54.0,639.0,0.0,13.3,22.0,1.7371621621621618,0.39729729729729735,2020-06-29
46.8,174.0,0.0,13.5,21.3,1.7414414414414414,0.39819819819819824,2020-06-30
28.8,0.0,0.0,5.9,10.8,1.7457207207207208,0.3990990990990991,2020-07-01
32.8,369.0,0.0,-1.2,12.7,1.75,0.4,2020-07-02
